JsonPath,ImageInfPath,ImagePath,ImageName,MaskIndex,Score,Area,Intensity,Ratio,Perimeter,Compactness,AspectRatio,Circularity,Roundness,CentroidX,CentroidY,HuMoment_1,HuMoment_2,HuMoment_3,HuMoment_4,HuMoment_5,HuMoment_6,HuMoment_7,FourierDescriptor1,FourierDescriptor2,FourierDescriptor3,FourierDescriptor4,FourierDescriptor5,ProjectName,StrainName,TimeMin,Time,SeriesName
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.png,9,0.9944224953651428,1143.5,23.111388196176225,49.47777218285797,137.2964632511139,16.484756293191488,0.723404255319149,0.7623024805983524,0.688066833367041,84,82,0.1758208427806485,0.0049186399409306,0.0001025583443034,5.126041776337055e-06,-1.7306950965445545e-11,-1.0494394184024645e-07,-1.1625147302252544e-10,5426.0,11.413439742651413,37.19905291580572,24.073863520477776,-24.889797902195063,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_117_0_crop_region_bitwise.png,10,0.9541984796524048,1476.5,24.29734970911441,60.76794455677344,154.32590055465698,16.130364769391043,0.8125,0.779050616276521,0.8510358478051008,117,78,0.1671969751853608,0.001664813218478,9.84941124896903e-05,4.3795272586778193e-07,-2.4605579411018483e-12,-1.7318640385254125e-08,1.489699996705643e-12,6256.0,77.14243905974382,24.12110820109732,-37.89509870774493,-16.17870272065742,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.png,11,0.9541984796524048,784.0,21.713598074608907,36.10640656173797,105.25483310222626,14.130841698185591,1.1333333333333333,0.8892867730570289,0.9166389376238452,79,110,0.1611710027844424,0.0004419574166862,4.462853877514414e-05,2.006855228973734e-07,-5.943187591250601e-13,-4.211801623085528e-09,-8.658745313635939e-14,3276.0,-14.049104326212657,4.543900771881991,-5.397485628644485,-15.18947362026411,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_11_0_crop_region_bitwise.png,12,0.9981117248535156,900.0,21.694560669456067,41.48505303760849,127.39696884155272,18.03331963335062,1.28125,0.6968417834240052,0.716197243913529,116,98,0.1725879536274981,0.0041349174728566,6.176974586512807e-05,2.939645003615179e-06,3.8188485293336356e-11,1.8164115916512208e-07,-1.0524979605003178e-11,6159.0,-121.3046138982512,-46.91147834278027,3.514358376828902,-0.8690779648160429,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,13,0.9981117248535156,980.5,13.140384615384615,74.61729840480024,133.15432798862457,18.082687467722803,0.6122448979591837,0.6949393245218591,0.4791632073270989,139,119,0.2148517700160934,0.0200795811390784,5.068725889266997e-05,8.296253250082394e-06,1.1698291911744342e-10,7.002039208684748e-07,-1.2352360437337352e-10,8605.0,-75.51595329028552,-46.49171444001185,18.391144588297863,13.9937493232792,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,14,0.8149917125701904,1161.5,9.919117647058824,117.0971089696071,139.98275482654572,16.870573955082918,0.9047619047619048,0.7448691815593543,0.8880774414356258,121,115,0.1621732287781774,0.0006086347577771,2.333928567266442e-06,3.767585843856229e-08,3.376599535298205e-16,2.3857586509245563e-10,1.1167091431739611e-14,8343.0,57.418997230870296,-19.61825333578725,-57.39677514747402,30.88389487709195,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_124_0_crop_region_bitwise.png,15,0.8149917125701904,1052.0,9.156723063223508,114.8882621802976,159.88224947452545,24.29879628995665,1.3157894736842106,0.5171602109176574,0.4135312581881465,117,66,0.2334823045072758,0.0261692839949459,0.0009751304038448,8.100185743430847e-05,-2.1517358853382473e-08,-1.2938435425766653e-05,-7.433922006052157e-09,8252.0,-395.58582982727074,90.07833939216503,-42.76521608306465,0.7873037862458236,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,16,0.9941328167915344,591.5,25.18957345971564,23.481937911571027,93.01219260692596,14.625981358491789,0.9655172413793104,0.8591813640636966,0.960613763661797,131,109,0.1637020680711248,0.0012388752514776,4.6897977130267305e-05,8.6084321819666e-07,5.394621635698677e-12,2.9796096071947076e-08,-9.031202352537193e-13,5574.0,35.97905083800045,18.807391190814723,-1.0871587512335754,7.858735397844462,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,17,0.9941328167915344,883.0,23.12633832976445,38.18157407407407,117.39696836471558,15.608208585759945,0.825,0.805112934345587,0.6257748502023903,71,86,0.1773297226616976,0.0059344197377594,3.58225816203721e-05,2.032918458318925e-06,1.1091194267420611e-11,8.593094119504744e-08,-1.3339825332045334e-11,4440.0,115.79912541090611,53.09111050579658,12.640842017044122,-2.86531183630926,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_125_0_crop_region_bitwise.png,18,0.9924271702766418,1062.5,22.83437779767233,46.53071826236964,123.98275518417358,14.46750454876115,1.303030303030303,0.8685928227639803,0.7669030704541443,83,116,0.1666368284791827,0.002331157863087,1.3008773367587978e-05,3.291806712724955e-07,1.399631789114219e-13,2.0993973212845532e-09,6.666581702146647e-13,3844.0,43.80697803323157,25.79858002139188,-2.377897288245686,20.892206891677983,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.png,19,0.9924271702766418,243.5,39.56296296296296,6.154746302190601,59.69848394393921,14.63617653061506,0.9473684210526316,0.8585828811283879,0.9568945343920128,103,72,0.160810763032396,0.0002361249116099,2.809425301813174e-05,8.287327759452067e-09,-1.4073659668523473e-15,-8.473403462739702e-12,3.742964587749098e-15,2720.0,7.897085434406421,-8.882650620705366,-6.903409260262656,-2.33105496399334,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_127_0_crop_region_bitwise.png,20,0.8856912851333618,265.5,43.11262798634812,6.158288473717542,60.87005698680878,13.955419350573816,1.0,0.9004652815282451,1.043349071380203,70,85,0.1599050346301415,8.3978314092383e-05,1.863178677274627e-05,3.905636673678792e-08,2.458064910752896e-14,3.2633899711515113e-10,-2.249021343684157e-14,1823.0,-2.2450072141996955,-9.516276792025357,-6.289940125765821,-1.3720268364769683,Project000_YSIY884,YSIY884,480min,480,Series015
/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/preds/crop_Series015_480min_Lng_SVCC_Processed001_ch01_12_0_crop_region_bitwise.json,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/mmdet_results/vis/crop_Series015_480min_Lng_SVCC_Processed001_ch01_12_0_crop_region_bitwise.png,/workspace/demo_image/Project000_YSIY884/CPsegm_PSM/crop_Series015_480min_Lng_SVCC_Processed001_ch01/bitwise_image/crop_Series015_480min_Lng_SVCC_Processed001_ch01_12_0_crop_region_bitwise.png,crop_Series015_480min_Lng_SVCC_Processed001_ch01_12_0_crop_region_bitwise.png,21,0.8856912851333618,1407.5,20.12178619756428,69.9490585070612,155.98275470733645,17.286408359565957,0.5333333333333333,0.7269509289016184,0.5148189196250335,74,116,0.2005093426607261,0.0143295569896149,0.000114330550446,1.9157297025367016e-05,8.947901996443344e-10,2.2351513365301777e-06,-5.640874568472087e-11,4373.0,90.69016962545813,-38.7675625993358,-107.5232575485876,-1.7928757413649348,Project000_YSIY884,YSIY884,480min,480,Series015
